Day,Times,Time,PG1,PG2,PG3,PG4,PG5,PG6
2023-11-06,14:08:55,2023-11-06 14:08:55,3,14,409,249,211,406
2023-11-06,14:24:03,2023-11-06 14:24:03,0,31,416,267,224,423
2023-11-06,14:39:14,2023-11-06 14:39:14,7,36,415,270,251,421
2023-11-06,17:07:28,2023-11-06 17:07:28,11,114,560,382,564,762
2023-11-06,17:22:35,2023-11-06 17:22:35,5,125,583,394,606,804
2023-11-06,17:37:41,2023-11-06 17:37:41,0,123,609,405,613,830
2023-11-06,17:52:47,2023-11-06 17:52:47,0,125,626,433,635,862
2023-11-06,18:07:53,2023-11-06 18:07:53,1,114,629,440,645,895
2023-11-06,18:23:00,2023-11-06 18:23:00,17,112,647,445,649,938
2023-11-06,18:38:10,2023-11-06 18:38:10,22,123,675,459,692,1008
2023-11-06,18:53:30,2023-11-06 18:53:30,35,130,696,459,720,1047
2023-11-06,19:14:37,2023-11-06 19:14:37,72,140,712,479,738,1091
2023-11-06,19:36:26,2023-11-06 19:36:26,110,158,727,484,749,1151
2023-11-06,19:58:55,2023-11-06 19:58:55,175,177,764,513,791,1234
2023-11-06,20:18:14,2023-11-06 20:18:14,210,199,831,551,850,1330
2023-11-06,20:35:51,2023-11-06 20:35:51,232,209,868,566,889,1368
2023-11-06,20:55:52,2023-11-06 20:55:52,259,211,912,565,908,1396
2023-11-06,21:19:46,2023-11-06 21:19:46,298,220,943,586,966,1429
2023-11-06,23:13:49,2023-11-06 23:13:49,399,256,1131,637,1100,1564
2023-11-06,23:28:57,2023-11-06 23:28:57,407,251,1138,636,1105,1569
2023-11-06,23:44:04,2023-11-06 23:44:04,413,250,1140,635,1107,1575
2023-11-06,23:59:09,2023-11-06 23:59:09,420,248,1142,636,1106,1579
2023-11-07,0:14:16,2023-11-07 00:14:16,426,249,1148,636,1102,1584
2023-11-07,0:29:21,2023-11-07 00:29:21,426,245,1150,635,1097,1585
2023-11-07,0:44:27,2023-11-07 00:44:27,423,244,1148,634,1099,1591
2023-11-07,0:59:37,2023-11-07 00:59:37,426,244,1149,634,1099,1590
2023-11-07,1:14:45,2023-11-07 01:14:45,427,246,1152,634,1100,1594
2023-11-07,1:29:51,2023-11-07 01:29:51,427,247,1153,630,1100,1596
2023-11-07,1:44:57,2023-11-07 01:44:57,428,246,1154,630,1099,1599
2023-11-07,2:00:06,2023-11-07 02:00:06,430,246,1156,631,1100,1600
2023-11-07,2:15:12,2023-11-07 02:15:12,433,246,1156,631,1099,1604
2023-11-07,2:30:18,2023-11-07 02:30:18,435,247,1156,631,1100,1605
2023-11-07,2:45:24,2023-11-07 02:45:24,434,248,1156,631,1100,1606
2023-11-07,3:00:33,2023-11-07 03:00:33,433,247,1156,630,1100,1608
2023-11-07,3:15:39,2023-11-07 03:15:39,434,247,1156,630,1100,1609
2023-11-07,3:30:49,2023-11-07 03:30:49,434,246,1156,629,1098,1611
2023-11-07,3:45:56,2023-11-07 03:45:56,435,246,1156,628,1098,1611
2023-11-07,4:01:02,2023-11-07 04:01:02,436,246,1156,627,1100,1611
2023-11-07,4:16:08,2023-11-07 04:16:08,436,246,1156,627,1100,1614
2023-11-07,4:31:14,2023-11-07 04:31:14,437,246,1156,627,1100,1614
2023-11-07,4:46:23,2023-11-07 04:46:23,439,247,1156,626,1099,1615
2023-11-07,5:01:28,2023-11-07 05:01:28,439,248,1155,627,1097,1615
2023-11-07,5:16:35,2023-11-07 05:16:35,438,247,1154,627,1095,1615
2023-11-07,5:31:43,2023-11-07 05:31:43,437,248,1147,627,1236,1613
2023-11-07,5:46:49,2023-11-07 05:46:49,437,246,1146,626,1237,1611
2023-11-07,6:01:56,2023-11-07 06:01:56,434,249,1151,628,1237,1608
2023-11-07,6:17:02,2023-11-07 06:17:02,434,248,1150,629,1237,1607
2023-11-07,6:32:08,2023-11-07 06:32:08,429,248,1148,630,1229,1605
2023-11-07,7:12:41,2023-11-07 07:12:41,410,245,1151,633,1192,1592
2023-11-07,8:39:22,2023-11-07 08:39:22,211,101,1110,583,814,1461
2023-11-07,9:40:25,2023-11-07 09:40:25,0,0,836,493,348,1197
2023-11-07,10:40:01,2023-11-07 10:40:01,0,0,661,396,118,913
2023-11-07,11:42:25,2023-11-07 11:42:25,0,0,468,283,0,591
2023-11-07,12:05:30,2023-11-07 12:05:30,0,0,400,265,0,550
2023-11-07,12:20:37,2023-11-07 12:20:37,0,0,388,253,0,553
2023-11-07,12:36:21,2023-11-07 12:36:21,0,0,390,252,0,588
